1	6	5	6	5	6	5	6	6	6	6	6	1	6	6	6	6	6	6	5	6	6	6	6	6	1	6	6	1	5


5	5	6	5	6	6	6	0	5	6	6	6	5	5	5	5	5	5	6	6	6	5	0	6	6	6	1	6	5	5
6	6	6	5	5	1	6	6	6	5	0	6	6	2	6	6	1	6	6	0	5	6	6	6	5	5	1	6	6	6
2	6	5	5	6	6	6	6	6	6	5	6	6	5	6	6	5	6	6	5	6	6	6	6	6	6	5	5	6	5
5	5	6	6	6	6	1	5	1	5	6	6	5	1	6	6	5	1	6	6	5	1	5	2	6	6	6	6	5	5
6	6	6	6	6	1	5	6	6	6	6	6	5	6	6	6	6	5	6	6	6	6	6	5	5	6	6	6	6	6
6	0	6	6	5	6	6	6	6	6	6	6	6	5	6	6	3	6	6	6	6	6	6	6	6	3	6	6	0	6
6	6	6	5	6	5	5	6	2	6	1	6	5	6	5	5	6	5	6	1	6	5	6	5	5	6	4	6	6	6
6	1	6	6	5	5	6	0	6	6	6	6	6	1	6	6	3	6	6	6	6	6	3	6	5	5	6	6	0	6
6	6	0	5	5	5	6	6	5	6	6	6	6	6	5	5	6	6	6	6	6	5	6	6	5	5	5	5	6	6
5	6	0	6	6	5	6	6	6	5	5	6	0	6	5	5	6	5	6	5	5	6	6	6	5	6	6	5	6	5
5	6	5	6	5	6	6	2	5	5	6	5	6	6	6	6	6	6	2	6	5	5	5	6	6	3	6	5	6	1
1	6	6	6	5	5	6	6	5	6	1	6	6	6	6	6	6	6	6	5	6	5	6	6	5	5	6	6	6	5
6	6	6	5	5	5	5	6	6	6	6	6	5	6	1	1	6	2	6	6	6	6	6	5	5	5	5	6	6	6
6	6	6	6	5	6	5	5	5	5	6	6	6	6	6	6	6	6	6	6	5	1	5	5	6	5	6	6	6	6
1	5	5	6	6	5	6	6	6	5	6	1	6	5	6	6	5	6	1	6	5	6	6	6	5	6	6	2	5	5
5	2	6	5	6	5	0	6	5	6	6	5	5	5	6	6	5	5	5	6	6	5	6	5	5	6	5	6	5	5
6	6	6	1	6	6	5	5	6	5	6	1	0	6	1	5	6	1	5	6	3	6	5	5	6	6	2	6	6	6
5	6	6	6	6	6	6	5	5	6	6	6	6	6	6	6	6	6	6	6	6	5	1	6	6	6	6	6	6	5
6	5	5	6	6	0	6	6	6	6	5	1	6	6	6	6	6	6	5	2	6	6	6	6	5	6	6	1	5	6
5	5	6	6	6	5	1	6	5	2	6	5	6	6	0	5	6	6	5	6	5	5	6	5	5	6	6	6	5	5
5	1	6	6	6	5	5	6	0	5	6	5	6	6	5	2	6	6	5	6	5	1	6	5	5	6	6	6	5	5
6	5	5	6	6	0	6	6	6	6	5	5	6	6	6	6	6	6	5	1	6	6	6	6	5	6	6	1	5	6
1	6	6	6	6	6	6	5	5	6	6	6	6	6	6	6	6	6	6	6	6	5	5	6	6	6	6	6	6	5
6	6	6	1	6	6	1	5	6	2	6	5	5	6	5	5	6	5	1	6	5	6	5	5	6	6	5	6	6	6
5	5	6	1	6	5	5	6	4	6	6	5	5	0	6	6	5	5	5	6	6	2	6	5	5	6	0	6	1	5
0	0	5	6	6	5	6	6	6	5	6	5	6	5	6	6	5	6	2	6	5	6	6	6	5	6	6	5	5	5
6	6	6	6	5	6	5	5	5	5	6	6	6	6	6	6	6	6	6	6	5	5	5	5	6	5	6	6	6	6
6	6	6	1	5	5	5	6	6	6	6	6	5	6	5	2	6	2	6	6	6	6	6	5	5	5	5	6	6	6
1	6	6	6	5	5	6	6	5	6	3	6	6	6	6	6	6	6	6	5	6	5	6	6	5	5	6	6	6	0
5	6	0	6	5	6	6	0	5	5	6	2	6	6	6	6	6	6	1	6	5	5	5	6	6	3	6	5	6	0
5	6	5	6	6	5	6	6	6	5	5	6	5	6	0	0	6	5	6	1	1	6	6	6	5	6	6	0	6	1
6	6	0	5	5	1	6	6	5	6	6	6	6	6	0	5	6	6	6	6	6	5	6	6	1	5	5	5	6	6
6	5	6	6	5	5	6	5	6	6	6	6	6	5	6	6	5	6	6	6	6	6	5	6	5	5	6	6	1	6
6	6	6	5	6	5	5	6	5	6	3	6	1	6	5	5	6	2	6	5	6	2	6	5	5	6	5	6	6	6
6	4	6	6	5	6	6	6	6	6	6	6	6	1	6	6	5	6	6	6	6	6	6	6	6	5	6	6	1	6
6	6	6	6	6	5	0	6	6	6	6	6	5	6	6	6	6	1	6	6	6	6	6	5	5	6	6	6	6	6
5	5	6	6	6	6	5	5	0	1	6	6	0	5	6	6	5	5	6	6	0	5	5	5	6	6	6	6	5	5
2	6	5	1	6	6	6	6	6	6	5	6	6	1	6	6	5	6	6	5	6	6	6	6	6	6	1	2	6	5
6	6	6	5	5	0	6	6	6	5	0	6	6	5	6	6	5	6	6	1	2	6	6	6	5	1	5	6	6	6
5	5	6	1	6	6	6	1	5	6	6	6	5	5	5	1	5	5	6	6	6	5	0	6	6	6	0	6	5	5


